"","ranking","title","desc","runtime","genre","rating","vote","director","actor","metascore","revenue"
"828",828,"Sweet Home Carolina","Diane is a struggling single mom in LA. Just when things are at their worst, but she will have to live in small town USA for a year and take care of a dog for a year before the house is hers.",84,"Drama",6.9,55,"Charlie Vaughn","Paul Greene",NA,0
"829",829,"Zona hostil","The crew of a medical helicopter suffers an accident when helping a joint force of USA and United Nations troops under Spanish command division in Afghanistan. The Spanish army has only one...                See full summary<U+00A0><U+00BB>",93,"Action",6.5,624,"Adolfo Mart<U+00ED>nez P<U+00E9>rez","Ariadna Gil",NA,0
"830",830,"Slumber","A sleep doctor tries to protect a family from a demon that feeds on people in their nightmares.",NA,"Horror",7.8,11,"Jonathan Hopkins","Maggie Q",NA,0
"831",831,"Coffin 2","Trick is among five hostages trapped together, paralyzed from the neck down. While an FBI agent and former detective race against the clock to find their location, the group tries to figure a way out before their promised execution.",101,"Crime",8,59,"Kipp Tribble","Robert Allen Mukes",NA,0
"832",832,"Sicilian Ghost Story","In a little Sicilian village at the edge of a forest, Giuseppe, a boy of 13, vanishes. Luna, his classmate who loves him, refuses to accept his mysterious disappearance. She rebels against ...                See full summary<U+00A0><U+00BB>",122,"Drama",6.9,241,"Fabio Grassadonia","Julia Jedlikowska",NA,0
"833",833,"I Am Not a Witch","Following a banal incident in her local village, 8-year old girl Shula is accused of witchcraft. After a short trial she is found guilty, taken into state custody and exiled to a witch camp...                See full summary<U+00A0><U+00BB>",93,"Drama",7,156,"Rungano Nyoni","Gloria Huwiler",NA,0
"834",834,"Three Summers","The new ensemble romantic comedy written and directed by Ben Elton.",NA,"Comedy",8.3,14,"Ben Elton","Nichola Balestri",NA,0
"835",835,"Gekij<U+00F4>ban Fairy Tail: Dragon Cry","In the new film, based on the Hiro Mashima's manga, Natsu Dragneel and his friends travel to the island Kingdom of Stella, where they will reveal dark secrets, fight the new enemies and once again save the world from destruction.",85,"Animation",8.4,756,"Tatsuma Minamikawa","Tia Lynn Ballard",NA,0.17
"836",836,"Vuelven","A dark fairy tale about a gang of five children trying to survive the horrific violence of the cartels and the ghosts created every day by the drug war.",NA,"Fantasy",6.9,14,"Issa L<U+00F3>pez","Paola Lara",NA,0
"837",837,"Gnome Alone","When Chloe discovers that her new home's garden gnomes are not what they seem, she must decide between the pursuit of a desired high school life and taking up the fight against the Troggs.",NA,"Animation",NA,NA,"Peter Lepeniotis","Tara Strong",NA,0
"838",838,"Cold Zone","A storm is coming. No one could predict it. No one can measure it.Now one family must survive it. You can't come in from the cold.",85,"Action",3.5,246,"John MacCarthy","Martin Cummins",NA,0
"839",839,"The Night Comes for Us",NA,NA,"Action",NA,NA,"Timo Tjahjanto","Iko Uwais",NA,0
"840",840,"Access All Areas","An unlikely gang of teens go on the run to an island music festival, leaving behind their dysfunctional parents and the rules of the real world.",94,"Comedy",7,26,"Bryn Higgins","Ella Purnell",NA,0
"841",841,"The Shining",NA,136,"Horror",NA,NA,"Lance Linett",NA,NA,0
"842",842,"Unter deutschen Betten","        Add a Plot",NA,"Comedy",3.6,22,"Jan Fehse","Veronica Ferres",NA,0
"843",843,"A Ciambra","In A CIAMBRA, a small Romani community in Calabria, Pio Amato is desperate to grow up fast. At 14, he drinks, smokes and is one of the few to easily slide between the region's factions - ...                See full summary<U+00A0><U+00BB>",118,"Drama",7.1,174,"Jonas Carpignano","Pio Amato",66,0
"844",844,"Black Site Delta","A group of military prisoners must fight off a terrorist attack on their prison which, unbeknownst to them, is a cover for a secret drone control facility.",87,"Action",3.7,444,"Jesse Gustafson","Cam Gigandet",NA,0
"845",845,"Wu Kong","The story tells the story of Sun Wukong (Eddie Peng) and Erlang Shen (Shawn Yue), who comes to the Immortal Mountain to cultivate their skills. They gained friendship, experienced love and ...                See full summary<U+00A0><U+00BB>",130,"Action",5.5,374,"Chi-kin Kwok","Eddie Peng",NA,0
"846",846,"Ramaleela","Adv. Ramanunni is offered an MLA seat, he is thrown headfirst in to the dirty abyss of politics. What ensues is a cloak and dagger game where it is impossible to survive unless he plays along.",158,"Drama",7.9,753,"Arun Gopy","Dileep",NA,0
"847",847,"Teleios","A deep space mining vessel has been adrift for two years. It is suspected the crew brutally killed each other, but the reason for the bloodbath is unknown. A rescue crew is sent to find if there are any survivors, what happened and why.",89,"Crime",3.8,618,"Ian Truitner","Sunny Mabrey",NA,0
"848",848,"Where Is Kyra?","In Brooklyn, New York, Kyra (Pfeiffer) loses her job and struggles to survive on her ailing mother's income. As the weeks and months go on, her problems worsen. This leads her on a risky and enigmatic path that threatens her life.",98,"Drama",7.1,56,"Andrew Dosunmu","Michelle Pfeiffer",NA,0
"849",849,"Sandome no satsujin","Mikuma has a criminal record dating back many years and is now under the spotlight again. It looks like an open and shut case, for Mikuma has confessed to the new charge. Enter prominent ...                See full summary<U+00A0><U+00BB>",NA,"Drama",6.6,212,"Hirokazu Koreeda","Masaharu Fukuyama",73,0
"850",850,"Love's Last Resort","After Eric and Chloe's breaking up, something happens in their lives.",86,"Romance",5.2,108,"Brian Herzlinger","Alix Angelis",NA,0
"851",851,"The Nightingale",NA,NA,"Drama",NA,NA,"Jennifer Kent","Sam Claflin",NA,0
"852",852,"Jour J","When she discovers a wedding planer's business card, Alexia instantly says, ""YES"" to Mathias unaware that it belongs to his mistress. The groom is now trapped between his bride, and his lover who in charge of his unwanted marriage.",94,"Comedy",6.1,542,"Reem Kherici","Reem Kherici",NA,0
"853",853,"Abundant Acreage Available","After their father dies, a middle-aged brother and sister wrestle with legacy and ownership when three brothers, whose family farmed the land for generations, return after 50 years.",80,"Drama",5.7,35,"Angus MacLachlan","Steve Coulter",67,0
"854",854,"Nosferatu",NA,NA,"Horror",NA,NA,"David Lee Fisher","Doug Jones",NA,0
"855",855,"Love Blossoms","After a perfumer's death, his daughter works to meet the production deadline for his company's latest scent, which is complicated by the lack of an elusive ingredient.",80,"Drama",6.7,608,"Jonathan Wright","Shantel VanSanten",NA,0
"856",856,"In Darkness",NA,100,"Thriller",NA,NA,"Anthony Byrne","Natalie Dormer",NA,0
"857",857,"The Polka King","Local Pennsylvania polka legend Jan Lewan develops a plan to get rich that shocks his fans and lands him in jail.",95,"Biography",6.3,77,"Maya Forbes","Jenny Slate",66,0
"858",858,"November","""November"" is based on Estonian novel ""Rehepapp"" by Andrus Kivir<U+00E4>hk, a bestseller of the last twenty years. The film is a mixture of magic, black humor and romantic love. The story is set ...                See full summary<U+00A0><U+00BB>",115,"Drama",7.3,384,"Rainer Sarnet","Rea Lest",NA,0
