"","ranking","title","desc","runtime","genre","rating","vote","director","actor","metascore","revenue"
"574",574,"Flower","A sexually curious teen forms an unorthodox kinship with her mentally unstable stepbrother.",90,"Comedy",7.8,40,"Max Winkler","Zoey Deutch",51,0
"575",575,"Hello Again","Ten lost souls slip in and out of one another's arms in a daisy-chained musical exploration of love's bittersweet embrace. A film adaptation of LaChiusa's celebrated musical, originally based on Schnitzler's play La Ronde.",105,"Drama",6.9,34,"Tom Gustafson","Martha Plimpton",NA,0
"576",576,"We Have Always Lived in the Castle",NA,NA,"Drama",NA,NA,"Stacie Passon","Alexandra Daddario",NA,0
"577",577,"Se<U+00F1>or, dame paciencia","An ultraconservative family father must spend a weekend with his dysfunctional children for the burial of his wife.",91,"Comedy",5.5,315,"<U+00C1>lvaro D<U+00ED>az Lorenzo","Jordi S<U+00E1>nchez",NA,0
"578",578,"Ittefaq",NA,100,"Mystery",NA,NA,"See full summary","Sidharth Malhotra",NA,0
"579",579,"Dark River","Following the death of her father, Alice (Ruth Wilson) returns to her home village for the first time in 15 years, to claim the tenancy to the family farm she believes is rightfully hers.",89,"Drama",6.5,62,"Clio Barnard","Ruth Wilson",NA,0
"580",580,"Jawbone","Former youth boxing champion Jimmy McCabe, after hitting rock bottom, returns to his childhood boxing club and his old team, gym owner Bill and corner-man Eddie.",91,"Action",6.5,1259,"Thomas Napper","Ian McShane",NA,0
"581",581,"The Most Hated Woman in America","The life of Madelyn Murray O'Hair, the outspoken activist and founder of American Atheists.",91,"Biography",6.1,2032,"Tommy O'Haver","Melissa Leo",41,0
"582",582,"F*&% the Prom",NA,NA,"Comedy",NA,NA,"See full summary","Danielle Campbell",NA,0
"583",583,"The Catcher Was a Spy",NA,98,"Biography",NA,NA,"Ben Lewin","Connie Nielsen",NA,0
"584",584,"Check Point","Port City North Carolina: During a routine camp out, a local vagrant, a former marine discovers plans for an invasion in America. When he tries to notify the local Sheriff about his ...                See full summary<U+00A0><U+00BB>",90,"Action",3.2,507,"Thomas J. Churchill","Tyler Mane",NA,0
"585",585,"Madame","Adding a little spice to a waning marriage, Anne and Bob, a wealthy and well-connected American couple, move into a manor house in romantic Paris. While preparing a particularly luxurious ...                See full summary<U+00A0><U+00BB>",91,"Comedy",6.9,164,"Amanda Sthers","Toni Collette",NA,0
"586",586,"Deadly Expose","A detective suspects that a secret dating mobile app is actually connected with the murders that have been happening in her town.",87,"Thriller",3.5,37,"Chris Jaymes","Melissa Archer",NA,0
"587",587,"Journeyman","Boxer Matty Burton suffers a serious head injury during a fight. It is about the impact this has on his marriage, his life and and his family.",92,"Drama",7.6,38,"Paddy Considine","Paddy Considine",NA,0
"588",588,"Mas Que Hermanos","Two young siblings ended up living on the streets, having nothing left but their love. It's a story about survival, second chances and second falls, with an unexpected turn at the end.",110,"Drama",9.5,973,"Arianne Benedetti","Drew Fuller",NA,0
"589",589,"The Adventurers","The world's top thieves join forces to pull off the heist of a lifetime. But when they find themselves pursued across Europe by a legendary French detective, they'll have to take their game to the next level.",140,"Action",6.2,284,"Stephen Fung","Jean Reno",47,0.07
"590",590,"Meari to majo no hana","Based on The Little Broomstick by Mary Stewart, a strange flower grants a girl magic powers.",103,"Animation",6.6,175,"Hiromasa Yonebayashi","Hana Sugisaki",NA,0
"591",591,"The Children Act","As her marriage to Jack (Stanley Tucci) founders, eminent High Court judge Fiona Maye (Emma Thompson) has a life-changing decision to make at work - should she force a teenage boy, Adam (...                See full summary<U+00A0><U+00BB>",105,"Drama",6.5,43,"Richard Eyre","Emma Thompson",67,0
"592",592,"First Reformed","A former military chaplain is wracked by grief over the death of his son. Mary is a member of his church whose husband, a radical environmentalist, commits suicide, setting the plot in motion.",108,"Drama",6.1,198,"Paul Schrader","Amanda Seyfried",79,0
"593",593,"Hickok","Legendary lawman and gunslinger, Wild Bill Hickok, is tasked with taming the wildest cow-town in the west. While delivering his own brand of frontier justice, the infamous gunfighter's reputation as the fastest draw in the west is put to the test.",88,"Western",5,781,"Timothy Woodward Jr.","Luke Hemsworth",49,0
"594",594,"Charlotte","After a car crash, Renee pieces her life back together.",70,"Drama",4,102,"Nima Raoofi","Ashleigh Chanel",NA,0
"595",595,"Grey Lady","A Boston police officer goes to Nantucket to investigate the murder of his partner, but he finds more than he bargained for.",107,"Thriller",4.3,441,"John Shea","Eric Dane",NA,0
"596",596,"Jagga Jasoos","Join Jagga, a gifted teenage detective, who along with a female companion, is on a quest to find his missing father.",161,"Action",6.7,5087,"Anurag Basu","Ranbir Kapoor",NA,0.49
"597",597,"Lemon","A man watches his life unravel after he is left by his girlfriend of 10 years.",83,"Comedy",4.7,602,"Janicza Bravo","Inger Tudor",59,0.01
"598",598,"Bad Kids of Crestview Academy","DETENTION SUCKS BUT IT'S KILLER FUN: It's four years later, and a new group of students has been placed in Saturday detention at the infamous and prestigious Crestview Academy. When ...                See full summary<U+00A0><U+00BB>",100,"Action",6.7,3031,"Ben Browder","Sammi Hanratty",22,0
"599",599,"Tiger Girl","TIGER gets what she wants. VANILLA does not know what she wants. Apart from one important thing: a uniform. TIGER teach her to bite, and VANILLA tastes blood. So TIGER needs to learn a new rule: They sow the wind and reap the whirlwind.",90,"Action",6.2,290,"Jakob Lass","Ella Rumpf",NA,0
"600",600,"Most Beautiful Island","Most Beautiful Island is a chilling portrait of an undocumented young woman's struggle for survival as she finds redemption from a tortured past in a dangerous game.",80,"Drama",6.6,137,"Ana Asensio","Ana Asensio",74,0
"601",601,"Anna and the Apocalypse","A girl and her friends must fight - and sing - their way through a zombie invasion to reach the supposed safety of their school, not knowing if their parents and friends will still be alive when they get there.",107,"Comedy",7,114,"John McPhail","Ella Hunt",NA,0
"602",602,"Sweet Country","Australian western set on the Northern Territory frontier in the 1920s, where justice itself is put on trial when an aged Aboriginal farmhand shoots a white man in self defense and goes on the run as posse gathers to hunt him down.",110,"Adventure",7.4,124,"Warwick Thornton","Bryan Brown",NA,0
"603",603,"Outrage Coda","Five years after surviving the all-out war between the Sanno and Hanabishi crime families, former yakuza boss Otomo now works in South Korea for Mr. Chang, a renowned fixer whose influence extends into Japan. A relatively minor incident causes tensions to rise between Chang Enterprises and the faraway powerful Hanabishi. The growing conflict gets out of hand and ignites a ferocious power struggle...                See full summary<U+00A0><U+00BB>",104,"Action",4.8,143,"Takeshi Kitano","Takeshi Kitano",NA,0
"604",604,"Wildlife",NA,NA,"Drama",NA,NA,"Paul Dano","Jake Gyllenhaal",NA,0
"605",605,"Jekyll Island","In the not so distant future, a team of white collar criminals are enlisted by the Federal government to thwart a cyber-attack that threatens to bankrupt the United States of America.",84,"Crime",4.9,962,"Aram Rappaport","Frank Grillo",28,0
"606",606,"55 Steps","When patients' rights lawyer Colette Hughes goes to meet her new client, Eleanor Riese, a patient in the psychiatric unit of a San Francisco hospital, she has no idea that besides taking on...                See full summary<U+00A0><U+00BB>",115,"Biography",8.6,43,"Bille August","Helena Bonham Carter",NA,0
"607",607,"The Public",NA,NA,"Drama",NA,NA,"See full summary","Jena Malone",NA,0
"608",608,"The Man from Earth: Holocene","14,000 year-old ""Man from Earth"" John Oldman is now comfortably hiding in plain sight as a college professor in Northern California. But his existence comes crashing down when four students...                See full summary<U+00A0><U+00BB>",98,"Drama",8.6,76,"Richard Schenkman","Vanessa Williams",NA,0
"609",609,"Blame!","In the distant technological future, civilization has reached its ultimate Net-based form. An ""infection"" in the past caused the automated systems to spiral out of order, resulting in a ...                See full summary<U+00A0><U+00BB>",106,"Animation",6.7,3063,"Hiroyuki Seshita","Sora Amamiya",NA,0
"610",610,"Finding Steve McQueen",NA,NA,"Crime",NA,NA,"Richard Nixon","Travis Fimmel",NA,0
"611",611,"Devil's Whisper","15 year-old Alejandro Duran, who comes from a religious Latino family, aspires to one day be a Catholic priest. But when Alex discovers a mysterious box he unwittingly unleashes a demonic ...                See full summary<U+00A0><U+00BB>",85,"Drama",7.4,64,"Adam Ripp","Luca Oriel",NA,0
"612",612,"Babam","        Add a Plot",130,"Drama",7.9,163,"Nihat Durak","<U+00C7>etin Tekindor",NA,0
"613",613,"C<U+00F3>mo cortar a tu pat<U+00E1>n","This comedy takes its cue from such female-centered films as ""Bridesmaids"" and ""Trainwreck."" Pic centers on a woman who makes a living from breaking up couples and decides to take on the ...                See full summary<U+00A0><U+00BB>",100,"Comedy",5.4,145,"Gabriela Tagliavini","Mariana Trevi<U+00F1>o",NA,0
"614",614,"Ming yue ji shi you","In Japanese-occupied Hong Kong, a school teacher and her would-be-fianc<U+00E9> link up with Chinese guerrilla fighters, forging their own path to freedom.",130,"Drama",6.4,247,"Ann Hui","Xun Zhou",82,0.1
"615",615,"Rendel","A Finnish superhero, a masked vigilante Rendel seeks for revenge and fights against VALA, the huge criminal organization.",105,"Action",5.4,248,"Jesse Haaja","Bianca Bradey",NA,0
"616",616,"Basmati Blues","A brilliant scientist is plucked out of the company lab and sent to India to sell the genetically modified rice she created - which she doesn't realize will destroy the farmers she thinks she's helping.",NA,"Comedy",6.2,9,"Dan Baron","Brie Larson",NA,0
"617",617,"Pussy Kills","While investigating the brutal murder of her parents, a young woman is kidnapped, raped, and left for dead. On All Hallows Eve she comes back dressed as a blood-thirsty pussycat keen on taking the souls of the men who destroyed her world.",83,"Thriller",3.3,76,"Gabriel Black","Lina Maya",NA,0
"618",618,"Permission","A woman on the brink of a marriage proposal is told by a friend that she should date other men before spending the rest of her life with her boyfriend.",96,"Comedy",8,37,"Brian Crano","Rebecca Hall",NA,0
"619",619,"Taking Earth","The human race is thrown into chaos as an alien invasion takes control of the planet in an effort to find one boy out of 7 billion people who holds the power to destroy them.",100,"Sci-Fi",2.8,571,"Grant Humphreys","Ronan Quarmby",NA,0
"620",620,"Dhaka Attack","An anonymous criminal gang plot a series attack in Dhaka City and three young police officers work on this.",147,"Action",9,1344,"Dipankar Dipon","Arifin Shuvo",NA,0
"621",621,"Hazlo Como Hombre","Ra<U+00FA>l, Eduardo and Santiago have led a happy and ""straight"" life since their childhood, until, one day, Santiago confesses to them that he is gay.",109,"Comedy",5.6,569,"Nicol<U+00E1>s L<U+00F3>pez","Mauricio Ochmann",NA,0
"622",622,"Stephanie","An orphaned young girl with unworldly powers is taken in by a man and woman who claim to be her parents.",89,"Drama",6.8,35,"Akiva Goldsman","Frank Grillo",NA,0
"623",623,"American Violence","Fascinated by the root causes of violent behavior, world renowned psychologist, Dr. Amanda Tyler, has an opportunity to interview and analyze death row inmate Jackson Shea. As the interview...                See full summary<U+00A0><U+00BB>",107,"Crime",4.5,1045,"Timothy Woodward Jr.","Bruce Dern",NA,0
"624",624,"The Good Catholic","Daniel loved his job as a small town priest more than anything. Then he met Jane. God help him.",96,"Comedy",5.2,325,"Paul Shoulberg","Zachary Spicer",46,0
"625",625,"Once Upon a Time","An immortal woman reconnects with a love from her past life.",109,"Drama",5.9,692,"Anthony LaMolinara","Yang Yang",NA,0.42
"626",626,"The Wife","A wife questions her life choices as she travels to Stockholm with her husband, where he is slated to receive the Nobel Prize for Literature.",100,"Drama",7.6,63,"Bj<U+00F6>rn Runge","Christian Slater",NA,0
"627",627,"Blood Ride",NA,NA,"Action",NA,NA,"Melanie Aitkenhead","Bobbi Hornsby",NA,0
"628",628,"Awaken the Shadowman","After the mysterious disappearance of their mother, estranged brothers reunite and discover an unknown supernatural force.",90,"Drama",5,1461,"J.S. Wilson","James Zimbardi",NA,0
"629",629,"Blazing Samurai",NA,NA,"Animation",NA,NA,"Mark Koetsier","Michelle Yeoh",NA,0
"630",630,"Bad Grandmas","Four grandmothers accidentally kill a con man. When his partner shows up, things go south quickly.",92,"Action",NA,NA,"Srikant Chellappa","Pam Grier",NA,0
